model,IsToxic_Test_F1,IsToxic_Train_F1,IsToxic_Test_Precision,IsToxic_Test_Recall,IsAbusive_Test_F1,IsAbusive_Train_F1,IsAbusive_Test_Precision,IsAbusive_Test_Recall,IsProvocative_Test_F1,IsProvocative_Train_F1,IsProvocative_Test_Precision,IsProvocative_Test_Recall,IsObscene_Test_F1,IsObscene_Train_F1,IsObscene_Test_Precision,IsObscene_Test_Recall,IsHatespeech_Test_F1,IsHatespeech_Train_F1,IsHatespeech_Test_Precision,IsHatespeech_Test_Recall,IsRacist_Test_F1,IsRacist_Train_F1,IsRacist_Test_Precision,IsRacist_Test_Recall
W2V_CleanedText,0.9301634472511144,0.9990274265707061,0.8892045454545454,0.9750778816199377,0.8751210067763795,0.998721554589619,0.8385899814471243,0.9149797570850202,0.7101449275362319,0.9977037887485649,0.8258426966292135,0.6228813559322034,0.676056338028169,1.0,0.9230769230769231,0.5333333333333333,0.7398843930635838,1.0,0.8533333333333334,0.6530612244897959,0.7254901960784313,1.0,0.8671875,0.6235955056179775
W2V_NER_Output,0.918958031837916,0.957347737008754,0.8581081081081081,0.9890965732087228,0.8381294964028777,0.9042503503035965,0.7540453074433657,0.9433198380566802,0.3974358974358974,0.627420604182804,0.8157894736842105,0.2627118644067797,0.53125,0.7141242937853107,0.8947368421052632,0.37777777777777777,0.6230529595015576,0.8156508653122648,0.8,0.5102040816326531,0.5860805860805861,0.8142031379025598,0.8421052631578947,0.449438202247191
